Time Stamp (Sec),Total Connected Users,Total Disconnected Users,Average User Disconnection Time,Priority 1 User Average Connection Time,Priority 2 User Average Connection Time,Priority 3 User Average Connection Time,Active UAVs,Total UAVs Travel Distance
2.2356243,3,197,1.024394,0,0.004715621,0.01164573,75,1.2636
3.2698575,8,192,2.035787,0.01014755,0.02698712,0.04262961,75,10.98198
4.3492105,21,179,3.023724,0.06000906,0.07100862,0.1134566,75,27.32571
Time Stamp (Sec),Total Connected Users,Total Disconnected Users,Average User Disconnection Time,Priority 1 User Average Connection Time,Priority 2 User Average Connection Time,Priority 3 User Average Connection Time,Active UAVs,Total UAVs Travel Distance
2.0660671,6,194,1.01616,0,0.004464671,0.01445904,75,1.17
3.08264,10,190,2.01784,0.02277763,0.02300344,0.04870756,75,10.44806
4.1723873,18,182,3.027944,0.07874355,0.04836632,0.1071748,75,27.33899
5.1381441,30,170,3.968042,0.145157,0.09815865,0.2095433,75,41.75029
6.1430604,56,144,4.824559,0.2975494,0.2056814,0.3967555,75,55.27205
7.1583193,72,128,5.587309,0.5861582,0.4037106,0.6724027,75,66.34732
8.1691012,98,102,6.264278,0.9553307,0.6909474,1.028901,75,75.03165
9.1836651,140,60,6.828012,1.423034,1.094441,1.513636,75,81.05885
10.1948958,159,41,7.293918,1.9547,1.601509,2.105272,75,84.80421
11.2056074,174,26,7.698558,2.488555,2.196012,2.776757,75,86.92368
12.2156799,180,20,8.079324,3.037139,2.83705,3.456669,75,87.81189
13.2264717,181,19,8.456143,3.575304,3.491642,4.141881,75,88.00143
14.2377653,180,20,8.835475,4.114026,4.143781,4.825546,75,88.00325
15.2512115,180,20,9.217982,4.649193,4.769536,5.531453,75,88.00325
16.2612126,180,20,9.600398,5.189144,5.406628,6.217576,75,88.00325
