Time Stamp (Sec),Total Connected Users,Total Disconnected Users,Average User Disconnection Time,Priority 1 User Average Connection Time,Priority 2 User Average Connection Time,Priority 3 User Average Connection Time,Active UAVs,Total UAVs Travel Distance
2.3741813,1,199,1.005098,0,0.005629017,0,75,1.08
3.3937464,5,195,2.01978,0.00185364,0.03932067,0,75,10.1782
4.4251699,17,183,2.999386,0.05462669,0.09124662,0.02815116,75,25.70939
5.405698,33,167,3.905068,0.1826364,0.201628,0.1027995,75,40.15265
6.4199556,57,143,4.742662,0.387575,0.3881105,0.245595,75,52.60857
7.4315627,82,118,5.486583,0.6795583,0.6495641,0.4947615,75,62.91597
8.4416386,113,87,6.113649,1.052999,1.05281,0.8702775,75,70.48043
9.454586,140,60,6.637238,1.509876,1.573547,1.359526,75,75.73214
10.4764888,171,29,7.067848,2.02182,2.179832,1.974359,75,78.93128
11.4792176,178,22,7.449772,2.538372,2.863384,2.665081,75,80.61388
12.490556,183,17,7.813036,3.065459,3.560322,3.372251,75,81.33969
13.5010876,186,14,8.176433,3.58836,4.242313,4.096243,75,81.5049
14.5115933,186,14,8.539405,4.100595,4.935264,4.821174,75,81.5085
15.5223155,186,14,8.902588,4.621636,5.630674,5.537196,75,81.5085
16.5349405,186,14,9.266611,5.133456,6.324013,6.2644,75,81.5085
17.6574585,186,14,9.63282,5.65659,7.011407,6.978161,75,81.5085
18.6687551,187,13,9.995018,6.160684,7.69818,7.717867,75,81.5085
19.6687316,187,13,10.35593,6.665078,8.367465,8.44854,75,81.5085
20.6795311,187,13,10.71812,7.17682,9.061589,9.177947,75,81.5085
21.6910933,187,13,11.08171,7.688141,9.743823,9.91641,75,81.5085
22.7068969,186,14,11.44626,8.210806,10.43305,10.6433,75,81.5085
23.7070599,186,14,11.80659,8.721681,11.11525,11.35755,75,81.5085
24.7173771,186,14,12.17148,9.227487,11.80388,12.08642,75,81.5085
25.728407,186,14,12.53792,9.751142,12.51644,12.77381,75,81.5085
26.7390987,185,15,12.91487,10.25219,13.20658,13.47423,75,81.5085
27.7461466,185,15,13.29146,10.74728,13.88293,14.1799,75,81.5085
28.7571263,184,16,13.67766,11.23812,14.54176,14.89301,75,81.5085
29.7591458,184,16,14.06213,11.72543,15.20911,15.57966,75,81.5085
30.7734392,184,16,14.45176,12.21781,15.88209,16.27932,75,81.5085
31.788113,184,16,14.8402,12.70237,16.56105,16.97921,75,81.5085
32.8913458,178,22,15.24809,13.17773,17.22874,17.64321,75,81.7053
33.9003424,178,22,15.65989,13.64798,17.87195,18.31503,75,82.3933
34.9133531,178,22,16.0722,14.12628,18.50554,18.98792,75,83.10953
35.9274486,180,20,16.48082,14.60842,19.16499,19.65536,75,83.61997
36.9330945,181,19,16.87401,15.08892,19.83693,20.32677,75,83.93979
37.9407919,181,19,17.2677,15.58423,20.49161,21.01171,75,84.11974
38.9548533,181,19,17.66088,16.08893,21.13761,21.70814,75,84.19611
39.9661355,181,19,18.06791,16.55607,21.78622,22.39746,75,84.21363
