Time Stamp (Sec),Total Connected Users,Total Disconnected Users,Average User Disconnection Time,Priority 1 User Average Connection Time,Priority 2 User Average Connection Time,Priority 3 User Average Connection Time,Active UAVs,Total UAVs Travel Distance
1.4965391,2,198,1.011668,0.005953887,0.005063824,0,80,0.2600001
2.5031568,5,195,2.010638,0.02362042,0.02594892,0.001478966,80,2.277478
3.6281511,11,189,3.017012,0.04602657,0.06741894,0.02833265,80,6.532294
4.5470397,27,173,3.963902,0.1116539,0.1162811,0.07837944,80,11.41837
5.5458569,38,162,4.876984,0.2115192,0.2279525,0.1728835,80,16.32171
6.5596975,47,153,5.753965,0.322514,0.4039082,0.2899499,80,20.64165
7.5607929,66,134,6.564075,0.4624893,0.6454388,0.469074,80,24.21723
8.5705443,85,115,7.312341,0.6802971,0.9695423,0.6887722,80,27.21354
9.5819646,112,88,7.997956,0.9315244,1.365464,1.006264,80,29.53968
10.5828656,130,70,8.572771,1.271787,1.836479,1.450595,80,31.30654
