Time Stamp (Sec),Total Connected Users,Total Disconnected Users,Average User Disconnection Time,Priority 1 User Average Connection Time,Priority 2 User Average Connection Time,Priority 3 User Average Connection Time,Active UAVs,Total UAVs Travel Distance
2.0838354,3,197,1.013107,0.004644392,0.005825866,0.005372819,75,1.08
3.1011163,4,196,2.01648,0.01734526,0.02236763,0.01969851,75,10.1782
4.102485,17,183,2.983721,0.04015318,0.06768477,0.05873038,75,25.38836
5.0960615,35,165,3.891888,0.1169377,0.1978731,0.1784935,75,39.78271
Time Stamp (Sec),Total Connected Users,Total Disconnected Users,Average User Disconnection Time,Priority 1 User Average Connection Time,Priority 2 User Average Connection Time,Priority 3 User Average Connection Time,Active UAVs,Total UAVs Travel Distance
2.1594532,7,193,1.0123,0,0.008964546,0.01134575,75,1.17
3.1594913,10,190,1.992397,0.001143336,0.03940555,0.03815997,75,10.1782
4.1733566,23,177,2.960899,0.02228782,0.08454555,0.08787777,75,25.72504
5.157081,37,163,3.859942,0.1079446,0.2188313,0.1914912,75,39.90903
6.2020985,59,141,4.701714,0.2213302,0.4283096,0.3656028,75,52.67184
7.2433469,85,115,5.441342,0.4065687,0.7570481,0.6145507,75,62.87383
8.2542231,111,89,6.071587,0.726332,1.214396,0.9507333,75,70.71932
9.2679419,134,66,6.630252,1.120655,1.74561,1.360098,75,75.97877
10.2790296,162,38,7.092659,1.640803,2.336266,1.880693,75,79.30104
11.2892068,184,16,7.47062,2.172396,2.986304,2.578049,75,81.10049
12.3040131,189,11,7.835065,2.704604,3.642142,3.322494,75,81.90285
13.3143728,189,11,8.194731,3.263724,4.311215,4.028513,75,82.10444
14.3254378,189,11,8.550797,3.819292,4.98086,4.747978,75,82.10804
15.3362582,189,11,8.909471,4.373415,5.643212,5.47399,75,82.10804
16.3461922,189,11,9.272028,4.935248,6.292185,6.193289,75,82.10804
17.4320139,189,11,9.638912,5.492676,6.935998,6.911749,75,82.10804
18.4428077,189,11,10.00528,6.046751,7.588145,7.623288,75,82.10804
19.4527553,188,12,10.37454,6.602321,8.221351,8.347548,75,82.10804
20.4674032,189,11,10.74179,7.161382,8.869749,9.068504,75,82.10804
21.4779724,189,11,11.10856,7.717176,9.505408,9.799489,75,82.10804
22.4811992,189,11,11.47177,8.271422,10.14721,10.51407,75,82.10804
23.491749,189,11,11.8346,8.82866,10.78829,11.24801,75,82.10804
24.5021122,189,11,12.19607,9.396665,11.4239,11.98192,75,82.10804
25.5131231,189,11,12.55578,9.960822,12.06908,12.71446,75,82.10804
