Time Stamp (Sec),Total Connected Users,Total Disconnected Users,Average User Disconnection Time,Priority 1 User Average Connection Time,Priority 2 User Average Connection Time,Priority 3 User Average Connection Time,Active UAVs,Total UAVs Travel Distance
2.0258447,2,198,1.026008,0.005353405,0,0.005064032,75,1.17
3.0384935,10,190,2.025496,0.02695577,0.0240158,0.01841947,75,10.4472
4.0797076,17,183,3.014663,0.06834629,0.08312406,0.03985612,75,26.19745
5.0649589,33,167,3.941751,0.157101,0.1546561,0.1397554,75,40.88565
6.0771224,56,144,4.791647,0.3091493,0.3029363,0.3202823,75,53.82858
7.0897441,86,114,5.536587,0.5836191,0.5337745,0.6130741,75,64.16177
8.1003905,117,83,6.161057,0.9649257,0.8391871,1.062799,75,72.06754
9.1141492,150,50,6.68106,1.401245,1.285138,1.647696,75,77.32225
10.1256521,168,32,7.113831,1.913279,1.849845,2.297622,75,80.58628
11.1352289,182,18,7.501728,2.424348,2.465846,3.032626,75,82.26604
12.1470534,187,13,7.869912,2.949172,3.122187,3.775036,75,82.98109
13.1567877,189,11,8.236247,3.466058,3.777034,4.532995,75,83.1404
14.1675579,189,11,8.602652,3.987367,4.435875,5.282919,75,83.14276
15.1779869,189,11,8.968712,4.51754,5.087153,6.028495,75,83.14276
16.1890708,189,11,9.334448,5.051448,5.736035,6.775443,75,83.14276
17.2556531,189,11,9.70282,5.58382,6.377575,7.528416,75,83.14276
18.2655092,189,11,10.06832,6.105165,7.041064,8.277929,75,83.14276
19.2768591,189,11,10.43441,6.633172,7.678483,9.037395,75,83.14276
20.2862788,189,11,10.80324,7.146822,8.316054,9.803004,75,83.14276
21.2973857,189,11,11.17502,7.658176,8.962698,10.5564,75,83.14276
22.3075988,188,12,11.54648,8.17311,9.607621,11.30856,75,83.14276
23.320569,188,12,11.92245,8.701431,10.25482,12.03922,75,83.14276
24.3358611,188,12,12.2982,9.210567,10.92003,12.7829,75,83.14276
25.3463734,188,12,12.6692,9.728739,11.58291,13.51967,75,83.14276
26.3570988,188,12,13.04087,10.25016,12.22509,14.26722,75,83.14276
27.3679297,188,12,13.41423,10.75254,12.87236,15.02496,75,83.14276
28.3846012,188,12,13.79348,11.28361,13.51848,15.75521,75,83.14276
29.3950074,189,11,14.16934,11.80853,14.17055,16.48086,75,83.14276
30.4060527,190,10,14.54494,12.34158,14.81647,17.20521,75,83.14276
