Time Stamp (Sec),Total Connected Users,Total Disconnected Users,Average User Disconnection Time,Priority 1 User Average Connection Time,Priority 2 User Average Connection Time,Priority 3 User Average Connection Time,Active UAVs,Total UAVs Travel Distance
1.6306965,4,196,1.005346,0.009798478,0.006160168,0.005700454,75,1.08
2.63135,6,194,1.986676,0.03851313,0.02501775,0.02041414,75,9.915888
3.6442831,23,177,2.942265,0.1020814,0.09646045,0.05804367,75,25.46198
4.8140775,31,169,3.842049,0.1873274,0.2026973,0.1743222,75,39.89205
5.8229723,62,138,4.667909,0.352952,0.4017082,0.3511108,75,52.18064
6.8248268,91,109,5.376539,0.6476349,0.7280257,0.6293259,75,62.03992
7.8284732,124,76,5.966267,1.061512,1.168804,1.008152,75,69.47985
8.8418944,139,61,6.479058,1.55229,1.678563,1.519071,75,74.29028
9.8452384,157,43,6.918754,2.055593,2.249883,2.14013,75,77.10619
10.8627474,168,32,7.318449,2.613578,2.869619,2.82055,75,78.59754
11.8677558,179,21,7.690431,3.185781,3.490409,3.526795,75,79.23493
12.8833462,181,19,8.055716,3.770126,4.1151,4.266122,75,79.40375
13.8819095,180,20,8.419758,4.367729,4.723167,4.970559,75,79.40869
14.8899796,180,20,8.787592,4.951938,5.347322,5.685038,75,79.40869
15.8931475,180,20,9.154422,5.530344,5.969474,6.397332,75,79.40869
17.1036604,181,19,9.529356,6.131139,6.595008,7.098977,75,79.40869
18.1047498,181,19,9.890268,6.693024,7.225102,7.831838,75,79.40869
19.112084,180,20,10.25552,7.254568,7.847003,8.57712,75,79.40869
20.1195837,180,20,10.62144,7.839884,8.460646,9.306144,75,79.40869
21.1265564,180,20,10.9846,8.418308,9.076887,10.04185,75,79.40869
22.1399283,180,20,11.35634,8.988129,9.709039,10.76998,75,79.40869
23.1584312,181,19,11.72242,9.567752,10.32131,11.49582,75,79.40869
24.1507612,182,18,12.09211,10.1304,10.94635,12.22069,75,79.40869
25.1635305,182,18,12.45763,10.71032,11.59099,12.94071,75,79.40869
26.168987,182,18,12.82345,11.28461,12.22273,13.65925,75,79.40869
27.1797144,181,19,13.19227,11.86521,12.85984,14.36717,75,79.40869
28.189683,181,19,13.55864,12.43498,13.48718,15.0943,75,79.40869
29.2007102,180,20,13.93364,13.01639,14.13627,15.78887,75,79.40869
30.205699,181,19,14.30387,13.58871,14.77551,16.48593,75,79.40869
31.2100283,180,20,14.66854,14.15754,15.41746,17.19716,75,79.40869
32.422828,170,30,15.06569,14.71521,16.04354,17.84901,75,79.58005
33.4322378,172,28,15.47328,15.28409,16.65055,18.48128,75,80.39259
34.4336664,175,25,15.87274,15.85437,17.30291,19.0724,75,81.39993
