Time Stamp (Sec),Total Connected Users,Total Disconnected Users,Average User Disconnection Time,Priority 1 User Average Connection Time,Priority 2 User Average Connection Time,Priority 3 User Average Connection Time,Active UAVs,Total UAVs Travel Distance
1.218976,2,198,0.998476,0.00294858,0,0.003842917,80,0.2400002
2.2278269,5,195,1.999851,0.008044778,0,0.02451141,80,2.277478
3.2384813,13,187,2.990437,0.01245826,0.01886713,0.05963911,80,6.161919
4.2492413,22,178,3.968898,0.02296576,0.0492746,0.1138302,80,11.28535
5.259102,34,166,4.923568,0.05924843,0.1058999,0.1881795,80,16.15709
6.2687637,61,139,5.836149,0.1269166,0.1844801,0.3227761,80,20.44565
7.2784861,77,123,6.719965,0.2109326,0.3085949,0.491425,80,23.99041
8.2888991,94,106,7.575073,0.3219364,0.4761874,0.6790525,80,26.95373
9.2999214,117,83,8.38995,0.4904834,0.6937029,0.8822511,80,29.27868
10.3102131,148,52,9.141786,0.7198379,0.9725133,1.151733,80,30.99317
11.3212043,163,37,9.860826,0.9726396,1.27963,1.468082,80,32.22483
12.3313856,176,24,10.55102,1.239866,1.612462,1.826545,80,33.00944
13.342222,186,14,11.23217,1.505139,1.96197,2.200145,80,33.47515
14.3529253,188,12,11.91533,1.765932,2.30893,2.574794,80,33.67766
15.3631317,188,12,12.59693,2.025598,2.657106,2.951801,80,33.72977
16.4323392,177,23,13.28682,2.276504,2.978363,3.338172,80,33.78463
17.4426972,183,17,13.97281,2.542107,3.312088,3.710413,80,34.08396
18.4537723,186,14,14.65316,2.813356,3.651017,4.089618,80,34.45387
19.4644735,183,17,15.33396,3.089395,3.997157,4.456616,80,34.82849
20.4747117,183,17,16.00975,3.37271,4.351078,4.823253,80,35.12107
21.4856197,182,18,16.6896,3.652051,4.699544,5.186305,80,35.34289
22.4954939,180,20,17.37035,3.936401,5.045834,5.545178,80,35.52683
23.5078822,180,20,18.05943,4.223998,5.375354,5.891712,80,35.67972
24.5165034,177,23,18.74943,4.516729,5.704849,6.231008,80,35.79813
25.5277102,177,23,19.44362,4.81128,6.022859,6.567168,80,35.89296
26.5383544,180,20,20.13153,5.104775,6.338875,6.921568,80,35.96208
27.5539856,180,20,20.81954,5.401465,6.660123,7.284305,80,36.00465
28.5641366,177,23,21.50631,5.685146,6.980619,7.647468,80,36.02395
29.574385,175,25,22.19628,5.970885,7.300642,8.000558,80,36.03446
30.5850082,176,24,22.88271,6.26541,7.624066,8.352834,80,36.03591
31.6538329,159,41,23.59267,6.541307,7.911324,8.689671,80,36.19151
32.6644522,173,27,24.30804,6.792788,8.204809,9.026875,80,36.81893
33.6750144,176,24,25.00279,7.05205,8.540485,9.38004,80,37.52319
34.6859138,180,20,25.69334,7.309306,8.883045,9.741514,80,38.10089
35.6958671,180,20,26.37745,7.572182,9.239926,10.10091,80,38.51118
36.706598,180,20,27.06565,7.844779,9.592652,10.44489,80,38.77341
37.7172775,182,18,27.74666,8.131906,9.946511,10.79652,80,38.96103
38.7276102,181,19,28.4297,8.422452,10.28662,11.14613,80,39.09336
39.7388859,179,21,29.11386,8.728287,10.62055,11.48561,80,39.18913
40.7486965,179,21,29.80356,9.033096,10.95147,11.81331,80,39.24975
