Time Stamp (Sec),Total Connected Users,Total Disconnected Users,Average User Disconnection Time,Priority 1 User Average Connection Time,Priority 2 User Average Connection Time,Priority 3 User Average Connection Time,Active UAVs,Total UAVs Travel Distance
1.8888161,5,195,1.004361,0.004069168,0.005093621,0.01082033,80,0.2400002
2.8872494,9,191,1.990217,0.02026335,0.01692203,0.04722967,80,2.217841
4.0636764,11,189,3.009668,0.05395571,0.04129106,0.08830674,80,6.645252
4.9537823,18,182,3.974653,0.109797,0.0772659,0.1428168,80,11.46079
5.9448159,29,171,4.892365,0.205925,0.1593827,0.2279775,80,16.3916
6.9462798,46,154,5.748903,0.3607829,0.2852392,0.3838285,80,20.66115
7.957797,62,138,6.54749,0.5656114,0.5261189,0.5758581,80,24.34345
8.9681115,92,108,7.261952,0.8472443,0.8605196,0.8528528,80,27.31417
9.9807059,116,84,7.881211,1.178675,1.270841,1.295562,80,29.71144
10.9836052,143,57,8.415577,1.59799,1.713547,1.844156,80,31.48034
11.9943081,161,39,8.873854,2.127939,2.233715,2.454841,80,32.73028
