Time Stamp (Sec),Total Connected Users,Total Disconnected Users,Average User Disconnection Time,Priority 1 User Average Connection Time,Priority 2 User Average Connection Time,Priority 3 User Average Connection Time,Active UAVs,Total UAVs Travel Distance
1.2629965,1,199,1.00508,0.00472078,0,0,80,0.2400002
2.2728598,3,197,2.010562,0.01744458,0.001792592,0,80,2.218961
3.2827297,6,194,3.010478,0.04233645,0.007456153,0.004449632,80,6.188959
4.2937296,16,184,3.996532,0.08702853,0.01472698,0.0286639,80,11.23929
5.3045061,29,171,4.960171,0.1519092,0.03950301,0.08354974,80,16.21765
6.3149359,46,154,5.895782,0.2396876,0.09368326,0.169658,80,20.43058
7.3257326,68,132,6.785719,0.3935693,0.1852757,0.2926679,80,24.04648
8.3356446,91,109,7.641731,0.562988,0.3089021,0.4670671,80,26.94386
9.3464123,108,92,8.450274,0.7413906,0.5002936,0.7018607,80,29.26654
10.3562971,129,71,9.218937,0.961544,0.7471271,0.9578989,80,30.95453
11.3673583,157,43,9.932117,1.242388,1.052313,1.261875,80,32.14922
12.3780491,172,28,10.60614,1.560719,1.401677,1.600457,80,32.898
13.3888273,185,15,11.27711,1.861892,1.75414,1.960436,80,33.34251
14.3988278,189,11,11.94176,2.16626,2.115479,2.329058,80,33.53975
15.4096577,189,11,12.61288,2.467639,2.465667,2.688614,80,33.5881
16.5002722,186,14,13.28792,2.756491,2.80429,3.065695,80,33.63076
