Time Stamp (Sec),Total Connected Users,Total Disconnected Users,Average User Disconnection Time,Priority 1 User Average Connection Time,Priority 2 User Average Connection Time,Priority 3 User Average Connection Time,Active UAVs,Total UAVs Travel Distance
1.9950069,2,198,1.012416,0.004397513,0,0.005135237,80,0.2400002
3.0056721,3,197,2.021938,0.01788879,0.001063581,0.01887278,80,2.278698
4.1959799,9,191,3.059622,0.03394414,0.04403881,0.04539353,80,6.743759
5.0896884,15,185,4.027906,0.05998959,0.08660764,0.1027967,80,11.45998
6.0941292,29,171,4.952752,0.1209127,0.1830578,0.216929,80,16.28715
7.1078429,51,149,5.799697,0.2022995,0.4207971,0.4106578,80,20.3507
8.1180871,74,126,6.552073,0.3271671,0.7470609,0.7407969,80,23.81433
9.1282819,100,100,7.222304,0.4934449,1.203111,1.153438,80,26.56521
10.1400786,125,75,7.813882,0.7608434,1.774354,1.592661,80,28.74248
11.1395828,151,49,8.312087,1.137035,2.416257,2.10069,80,30.31321
12.150855,174,26,8.737265,1.580248,3.106658,2.737003,80,31.41655
13.1610997,180,20,9.119145,2.073888,3.826597,3.420158,80,32.09487
14.1717972,181,19,9.500523,2.572148,4.519604,4.122623,80,32.47308
15.182329,187,13,9.856928,3.086163,5.238811,4.857763,80,32.63844
16.1928083,185,15,10.21577,3.594783,5.956362,5.592072,80,32.68208
17.2362517,177,23,10.59245,4.078001,6.662277,6.313771,80,32.72385
18.2467475,175,25,10.9801,4.570327,7.328556,7.026117,80,32.9229
19.2625505,177,23,11.36421,5.098857,7.981339,7.739747,80,33.15623
20.2741522,182,18,11.73892,5.620939,8.629972,8.474158,80,33.361
21.284043,184,16,12.12018,6.11604,9.278521,9.216809,80,33.52424
22.2939053,184,16,12.49469,6.618804,9.939518,9.961214,80,33.63785
23.3049791,184,16,12.86418,7.131963,10.57621,10.727,80,33.72739
24.3149845,183,17,13.22118,7.66243,11.24894,11.48411,80,33.79599
25.3262449,183,17,13.58022,8.186327,11.93085,12.23221,80,33.85175
26.3361773,183,17,13.94523,8.725578,12.587,12.97045,80,33.89802
27.3482712,183,17,14.31112,9.260571,13.2539,13.7058,80,33.93671
28.3626223,184,16,14.67328,9.804017,13.96163,14.41714,80,33.96675
29.3733889,184,16,15.03441,10.35484,14.63673,15.14004,80,33.98784
30.3841569,183,17,15.4052,10.88612,15.30956,15.85671,80,34.00091
31.3954583,182,18,15.78784,11.40025,15.97921,16.55949,80,34.00453
32.4188735,166,34,16.21979,11.87632,16.6356,17.17479,80,34.25049
33.4295577,161,39,16.64879,12.34344,17.25951,17.83133,80,35.04745
34.4407227,178,22,17.07954,12.79528,17.89441,18.48867,80,35.91958
35.4562501,183,17,17.46681,13.28506,18.55998,19.22005,80,36.62219
36.4660287,184,16,17.84022,13.8013,19.26254,19.92012,80,37.08268
37.4767899,183,17,18.21255,14.32941,19.94747,20.62338,80,37.38732
38.4868106,181,19,18.59917,14.86242,20.61025,21.30266,80,37.58215
39.4982297,183,17,18.98103,15.4071,21.28077,21.978,80,37.7177
40.5088762,182,18,19.35829,15.95092,21.95997,22.66018,80,37.80367
41.5193145,179,21,19.74097,16.48877,22.625,23.34318,80,37.8526
42.5293867,179,21,20.12816,17.04425,23.24465,24.03432,80,37.87497
43.5440558,179,21,20.51599,17.60289,23.85466,24.73944,80,37.87563
44.5543941,177,23,20.90664,18.16027,24.46302,25.43101,80,37.87563
45.5652847,176,24,21.29841,18.72183,25.06351,26.11792,80,37.87563
46.6793344,170,30,21.72568,19.31419,25.75231,26.83784,80,37.87803
47.6890313,171,29,22.14738,19.76056,26.3764,27.53574,80,38.12203
48.6995976,178,22,22.55699,20.26196,26.9844,28.22654,80,38.68769
49.7101666,177,23,22.95534,20.7968,27.60159,28.90891,80,39.26634
50.7276313,178,22,23.3484,21.34447,28.23388,29.59845,80,39.74512
51.737242,178,22,23.74337,21.89159,28.85955,30.27149,80,40.08084
52.7484009,183,17,24.13388,22.45101,29.51626,30.92027,80,40.3112
53.7581489,185,15,24.53224,22.98771,30.15518,31.58225,80,40.46548
54.7687764,187,13,24.9206,23.52535,30.79335,32.2735,80,40.57247
55.7797836,187,13,25.30437,24.07237,31.45124,32.95018,80,40.63989
