Time Stamp (Sec),Total Connected Users,Total Disconnected Users,Average User Disconnection Time,Priority 1 User Average Connection Time,Priority 2 User Average Connection Time,Priority 3 User Average Connection Time,Active UAVs,Total UAVs Travel Distance
1.2615238,1,199,1.010253,0,0.004412455,0,80,0.2400002
2.2718155,3,197,2.016062,0,0.01708594,0.00311825,80,2.217841
3.2832143,3,197,3.018858,0,0.03225329,0.01092275,80,6.168578
4.2935424,16,184,4.010439,0.01755991,0.05706539,0.02517659,80,11.39531
5.3035235,23,177,4.984173,0.04631093,0.1164141,0.04677164,80,16.38135
6.314758,35,165,5.944871,0.07870448,0.1970519,0.08240541,80,20.78567
7.325142,64,136,6.864268,0.157846,0.3178498,0.1549424,80,24.44396
8.3351609,89,111,7.729472,0.2941869,0.4837813,0.2879782,80,27.52373
9.3463448,123,77,8.541856,0.4791584,0.7090912,0.4713956,80,29.93036
Time Stamp (Sec),Total Connected Users,Total Disconnected Users,Average User Disconnection Time,Priority 1 User Average Connection Time,Priority 2 User Average Connection Time,Priority 3 User Average Connection Time,Active UAVs,Total UAVs Travel Distance
1.237483,4,196,1.007938,0.002821547,0,0.009407782,80,0.2400002
2.2473708,7,193,2.011145,0.006530038,0.003130276,0.02684096,80,2.217841
3.2578979,13,187,3.008543,0.01331043,0.01706274,0.04702135,80,6.154159
4.2680314,21,179,3.990604,0.03107366,0.0497482,0.0848297,80,11.22913
5.2788617,30,170,4.959685,0.05983251,0.09999738,0.1293258,80,15.96263
