Time Stamp (Sec),Total Connected Users,Total Disconnected Users,Average User Disconnection Time,Priority 1 User Average Connection Time,Priority 2 User Average Connection Time,Priority 3 User Average Connection Time,Active UAVs,Total UAVs Travel Distance
1.3032415,2,198,0.9973237,0.006339029,0,0.00640552,50,1.08
2.3145452,5,195,1.994409,0.0210272,0.006147072,0.02953859,50,10.15661
3.3092199,9,191,2.965073,0.0356181,0.03336336,0.08123995,50,25.53905
4.3104852,14,186,3.920004,0.05151572,0.07143337,0.1646018,50,40.18188
5.3119325,36,164,4.814193,0.1016705,0.1971292,0.3096145,50,52.83458
6.3163926,61,139,5.611378,0.2589626,0.4762822,0.4928673,50,63.13345
7.3328512,86,114,6.348851,0.4622205,0.8229183,0.7788028,50,70.98273
8.3333709,111,89,6.979869,0.7118598,1.245582,1.21536,50,76.1028
9.3385212,130,70,7.550386,1.024394,1.737419,1.713922,50,79.14866
10.3431557,139,61,8.092329,1.362213,2.235163,2.261771,50,80.77628
11.3429426,145,55,8.620497,1.72189,2.75039,2.801856,50,81.43488
12.3449619,146,54,9.149461,2.089,3.261879,3.340252,50,81.60091
13.3499562,147,53,9.6801,2.449752,3.781426,3.88153,50,81.60645
14.3544074,147,53,10.21043,2.816265,4.301358,4.416045,50,81.60645
15.3600745,147,53,10.742,3.179914,4.832466,4.944594,50,81.60645
16.3636468,148,52,11.27108,3.540013,5.340118,5.494715,50,81.60645
17.3694763,149,51,11.80246,3.897121,5.86739,6.032246,50,81.60645
18.3702042,149,51,12.33114,4.252246,6.388065,6.571804,50,81.60645
19.3768447,149,51,12.86237,4.617224,6.921417,7.096071,50,81.60645
20.3825455,149,51,13.39328,4.982857,7.432839,7.642197,50,81.60645
21.3860186,150,50,13.92319,5.339641,7.964114,8.17321,50,81.60645
22.3867105,149,51,14.45112,5.703183,8.463907,8.725814,50,81.60645
23.3876102,149,51,14.98558,6.066642,8.977571,9.248016,50,81.60645
24.3891185,149,51,15.52366,6.42552,9.479825,9.775711,50,81.60645
25.3943231,149,51,16.06389,6.782874,10.00391,10.2881,50,81.60645
