Time Stamp (Sec),Total Connected Users,Total Disconnected Users,Average User Disconnection Time,Priority 1 User Average Connection Time,Priority 2 User Average Connection Time,Priority 3 User Average Connection Time,Active UAVs,Total UAVs Travel Distance
1.6640006,3,197,1.003224,0,0.009860213,0.005552923,75,1.08
2.6650228,7,193,1.985116,0.003150224,0.03904446,0.03078028,75,9.922128
3.6735039,17,183,2.958362,0.01412813,0.08582909,0.08457312,75,25.72157
4.6608414,24,176,3.882303,0.06623732,0.1596347,0.1945277,75,40.43191
5.6616967,43,157,4.764216,0.1436062,0.2742104,0.3605381,75,53.56303
6.661579,82,118,5.529624,0.3039614,0.5099236,0.6718795,75,64.37183
7.6664035,108,92,6.181691,0.5864568,0.8704102,1.084309,75,72.59196
8.6699364,139,61,6.733158,1.012141,1.311586,1.570235,75,78.2834
9.6759424,163,37,7.173311,1.545054,1.890564,2.157286,75,81.80632
10.6797417,170,30,7.567578,2.097535,2.520861,2.807586,75,83.63299
11.687156,175,25,7.949267,2.650514,3.161338,3.488404,75,84.38015
12.6915874,180,20,8.32283,3.218744,3.792469,4.181523,75,84.55282
13.6975003,180,20,8.696798,3.773088,4.429781,4.886919,75,84.5591
14.7010599,179,21,9.069294,4.327784,5.077508,5.577692,75,84.5591
15.7053269,179,21,9.44225,4.882122,5.71335,6.279043,75,84.5591
16.722952,176,24,9.8249,5.423904,6.330897,6.975642,75,84.64982
17.7283286,179,21,10.21205,5.975697,6.956087,7.655823,75,85.16578
18.7329724,179,21,10.58989,6.532572,7.57858,8.353974,75,85.55682
19.7392646,179,21,10.96339,7.081225,8.225977,9.055052,75,85.74782
20.7434027,179,21,11.33562,7.640581,8.847615,9.765438,75,85.78665
21.7476023,178,22,11.71261,8.183609,9.468238,10.48422,75,85.78862
22.7499061,178,22,12.08958,8.739408,10.10128,11.17075,75,85.78862
23.7522088,179,21,12.4639,9.290797,10.74709,11.85543,75,85.78862
24.7566479,180,20,12.84057,9.84303,11.3845,12.55306,75,85.78862
25.7620363,179,21,13.21855,10.40103,12.01608,13.24335,75,85.78862
26.7630387,179,21,13.59587,10.95069,12.64865,13.93396,75,85.78862
27.7644202,178,22,13.97502,11.49015,13.3027,14.60828,75,85.78862
28.7733694,178,22,14.3631,12.03534,13.93239,15.2964,75,85.78862
