Time Stamp (Sec),Total Connected Users,Total Disconnected Users,Average User Disconnection Time,Priority 1 User Average Connection Time,Priority 2 User Average Connection Time,Priority 3 User Average Connection Time,Active UAVs,Total UAVs Travel Distance
1.6925906,6,194,1.004943,0,0.01124854,0.01213896,75,1.08
2.706328,12,188,1.993596,0.008319,0.03240105,0.05851842,75,10.1782
3.7041603,21,179,2.944611,0.03753062,0.05723223,0.1602125,75,25.49554
4.6916045,34,166,3.861403,0.104707,0.09159654,0.315302,75,39.9365
5.6921142,45,155,4.723916,0.2573981,0.1820197,0.4945079,75,52.8762
6.6972868,71,129,5.499627,0.4878936,0.3660497,0.7661073,75,63.83725
7.6976096,92,108,6.195736,0.7532161,0.6464302,1.14281,75,72.09189
8.6978728,128,72,6.778347,1.097744,1.084133,1.630277,75,77.90788
9.7027782,159,41,7.254672,1.571331,1.660138,2.179572,75,81.64552
10.705324,173,27,7.67237,2.076743,2.27338,2.833964,75,83.78027
11.7061514,177,23,8.069821,2.570095,2.890123,3.557801,75,84.75255
12.7095073,179,21,8.464899,3.075077,3.506151,4.28491,75,85.00425
13.710964,179,21,8.856207,3.584089,4.125199,5.010991,75,85.01135
14.7156973,179,21,9.248651,4.092885,4.749099,5.740324,75,85.01135
15.7210838,179,21,9.640877,4.590312,5.380474,6.475683,75,85.01135
16.7394961,163,37,10.0613,5.066637,5.972386,7.177631,75,85.19669
17.7444231,165,35,10.51305,5.513091,6.555354,7.831127,75,86.4936
18.747879,170,30,10.9406,5.977129,7.1586,8.514655,75,88.01044
19.7544002,168,32,11.36551,6.45919,7.751394,9.208752,75,89.11333
20.7587435,175,25,11.78138,6.969671,8.318428,9.917516,75,89.76651
21.7637497,175,25,12.18381,7.484598,8.898849,10.64869,75,90.05255
22.7668182,177,23,12.58372,7.994614,9.476264,11.39239,75,90.13834
23.7695407,176,24,12.98011,8.510119,10.05053,12.13778,75,90.16238
24.7692661,176,24,13.37615,9.025723,10.63789,12.86775,75,90.16238
25.7691323,175,25,13.77284,9.561643,11.19829,13.59742,75,90.16238
26.7718937,174,26,14.17814,10.07491,11.7689,14.32296,75,90.16238
27.7757469,175,25,14.58398,10.57306,12.33331,15.077,75,90.16238
28.7816411,173,27,14.99109,11.10072,12.90336,15.79192,75,90.16238
29.7953826,173,27,15.40693,11.61902,13.47419,16.50799,75,90.16238
30.7987197,173,27,15.82064,12.12885,14.04704,17.21953,75,90.16238
31.8247213,166,34,16.25241,12.62723,14.60474,17.90318,75,90.4547
32.8283421,170,30,16.6832,13.14015,15.14942,18.57676,75,92.10638
33.8283665,170,30,17.10958,13.65224,15.73422,19.21586,75,94.30174
34.8347298,171,29,17.53516,14.18464,16.29372,19.87383,75,96.21138
35.8401459,173,27,17.9563,14.71421,16.86577,20.53983,75,97.66797
36.847381,171,29,18.36814,15.27508,17.43975,21.19722,75,98.8074
37.8537642,171,29,18.78714,15.81744,17.98274,21.88554,75,99.67347
38.8538345,185,15,19.19187,16.3667,18.52763,22.58769,75,100.2412
39.8588757,187,13,19.57136,16.91925,19.13532,23.31945,75,100.5524
40.8586272,188,12,19.95019,17.47971,19.71922,24.05293,75,100.693
41.8593407,185,15,20.33122,18.03094,20.31413,24.78262,75,100.767
42.8592079,186,14,20.71248,18.60063,20.91747,25.47696,75,100.8011
43.865793,187,13,21.09565,19.16525,21.50475,26.2039,75,100.8024
44.8729951,186,14,21.48455,19.72824,22.10553,26.90911,75,100.8024
45.8777311,185,15,21.88082,20.29602,22.67312,27.60795,75,100.8024
46.9028851,158,42,22.31116,20.80352,23.22201,28.27831,75,101.1572
47.9067993,172,28,22.76568,21.28219,23.73593,28.94716,75,102.765
48.9094471,175,25,23.19087,21.77319,24.29356,29.65285,75,104.3383
49.912045,186,14,23.58151,22.29458,24.89634,30.38175,75,105.3612
50.9161168,187,13,23.96262,22.82159,25.50771,31.13374,75,105.9418
51.92653,192,8,24.33243,23.3496,26.15815,31.89191,75,106.2708
52.9287687,193,7,24.69816,23.89985,26.79528,32.64581,75,106.4117
53.9348391,193,7,25.06591,24.43323,27.44582,33.39745,75,106.4401
54.9394984,192,8,25.43363,24.96775,28.08762,34.15535,75,106.4401
55.941931,192,8,25.80072,25.49142,28.73049,34.9216,75,106.4401
56.9456455,192,8,26.17047,26.04625,29.34503,35.67402,75,106.4401
57.9470787,192,8,26.53614,26.56858,29.99596,36.43057,75,106.4401
58.9520911,192,8,26.90487,27.10311,30.63604,37.18829,75,106.4401
59.9553048,192,8,27.27639,27.61651,31.27861,37.95251,75,106.4401
60.9585781,191,9,27.65305,28.10604,31.93627,38.71696,75,106.4401
61.9796387,184,16,28.04558,28.59015,32.58042,39.44913,75,106.7425
62.9859421,184,16,28.43903,29.10404,33.17733,40.19804,75,107.8892
63.9919039,0,200,28.99778,29.47527,33.64353,40.71683,73,108.9859
64.9953972,0,200,30.00067,29.47527,33.64353,40.71683,72,109.8826
65.9963011,0,200,31.00201,29.47527,33.64353,40.71683,71,110.5515
66.9994795,0,200,32.00543,29.47527,33.64353,40.71683,69,111.1561
68.004283,0,200,33.01038,29.47527,33.64353,40.71683,64,111.8344
69.0112485,0,200,34.0164,29.47527,33.64353,40.71683,62,112.9587
70.0123032,0,200,35.01839,29.47527,33.64353,40.71683,54,115.0304
71.0133703,0,200,36.01921,29.47527,33.64353,40.71683,47,122.5419
72.0197724,0,200,37.0256,29.47527,33.64353,40.71683,46,136.4487
73.0228808,0,200,38.02791,29.47527,33.64353,40.71683,39,149.4025
74.0269951,0,200,39.03276,29.47527,33.64353,40.71683,35,158.4066
75.0293047,0,200,40.036,29.47527,33.64353,40.71683,35,165.0894
76.0310661,0,200,41.03638,29.47527,33.64353,40.71683,34,170.4244
77.052322,33,167,41.9574,29.55099,33.66456,40.87568,33,175.6895
78.0585926,36,164,42.81482,29.67328,33.76168,41.11244,32,182.0671
79.062517,43,157,43.64306,29.82645,33.89538,41.35524,32,187.2908
80.0728093,36,164,44.45504,30.02849,34.02029,41.59599,29,190.7817
81.0661707,39,161,45.29206,30.19314,34.1156,41.83227,27,193.1163
82.0726701,36,164,46.13099,30.36242,34.20875,42.06833,24,195.0492
83.0750488,39,161,46.98224,30.52413,34.25544,42.31203,23,196.8349
84.0817347,28,172,47.83917,30.69397,34.31033,42.53113,22,198.4205
85.0856632,22,178,48.74525,30.79905,34.35198,42.67928,18,199.7219
86.092332,22,178,49.66652,30.88664,34.40015,42.79601,18,201.1102
87.0947663,0,200,50.62453,30.92866,34.42833,42.8629,16,202.523
88.0996832,0,200,51.62832,30.92866,34.42833,42.8629,16,203.9727
89.104628,0,200,52.63333,30.92866,34.42833,42.8629,16,205.1402
90.1083607,0,200,53.63745,30.92866,34.42833,42.8629,14,206.1378
91.1133715,0,200,54.64213,30.92866,34.42833,42.8629,12,207.344
92.1373796,7,193,55.64104,30.92866,34.43646,42.8779,9,208.8675
93.1415695,7,193,56.63447,30.9313,34.44398,42.8995,9,210.7715
94.1494773,7,193,57.63113,30.93542,34.45267,42.91822,7,212.9772
95.1541359,0,200,58.63336,30.93542,34.45267,42.93222,5,214.8423
96.1599729,0,200,59.64016,30.93542,34.45267,42.93222,3,216.0641
97.1641137,0,200,60.64411,30.93542,34.45267,42.93222,2,216.9548
98.1661598,0,200,61.64616,30.93542,34.45267,42.93222,2,217.5961
99.1722184,0,200,62.65216,30.93542,34.45267,42.93222,2,217.8801
100.1789871,0,200,63.65798,30.93542,34.45267,42.93222,2,217.9368
101.1799791,0,200,64.65884,30.93542,34.45267,42.93222,2,217.9368
