Time Stamp (Sec),Total Connected Users,Total Disconnected Users,Average User Disconnection Time,Priority 1 User Average Connection Time,Priority 2 User Average Connection Time,Priority 3 User Average Connection Time,Active UAVs,Total UAVs Travel Distance
1.9279416,2,198,0.9982117,0,0.004984491,0.005711288,75,1.08
2.9338845,5,195,1.989722,0.002926796,0.01909919,0.03143004,75,9.915888
3.9377333,10,190,2.958705,0.01567787,0.03844834,0.09802081,75,25.18203
4.918183,29,171,3.869927,0.09045983,0.1295438,0.2047596,75,39.56978
5.9243201,51,149,4.723866,0.2282496,0.2732124,0.3670577,75,52.64854
6.9204521,79,121,5.46536,0.4159988,0.5396094,0.6945994,75,63.25375
7.9262287,103,97,6.112419,0.6766112,0.887347,1.168636,75,71.38888
8.9301003,131,69,6.67023,1.005897,1.339074,1.730103,75,77.06137
9.931574,158,42,7.130124,1.431931,1.861875,2.408208,75,80.67223
10.9324036,176,24,7.525136,1.930327,2.456084,3.136407,75,82.75632
11.9402581,182,18,7.896427,2.447556,3.089452,3.898345,75,83.72905
12.9407892,182,18,8.262172,2.964043,3.720196,4.659981,75,83.97508
13.9437577,182,18,8.629114,3.45153,4.370205,5.435123,75,83.98219
14.9483309,182,18,8.996931,3.972339,4.994434,6.206743,75,83.98219
15.9533938,182,18,9.367804,4.467636,5.633245,6.977628,75,83.98219
16.975685,183,17,9.741076,4.971278,6.280843,7.727482,75,84.00033
17.9776411,183,17,10.11233,5.474208,6.928885,8.471524,75,84.12634
18.9798478,183,17,10.48358,5.988055,7.568981,9.214763,75,84.35419
19.9825105,183,17,10.85573,6.493062,8.220778,9.952585,75,84.57874
20.9914723,184,16,11.22663,6.991323,8.862094,10.70816,75,84.76358
21.9900176,184,16,11.59774,7.494232,9.516357,11.45948,75,84.90839
22.9977131,184,16,11.96577,8.012935,10.17149,12.20489,75,85.01495
24.0025201,184,16,12.33596,8.517355,10.82722,12.95422,75,85.07903
25.0066579,183,17,12.70802,9.017999,11.48378,13.69663,75,85.10318
26.0131111,183,17,13.08074,9.527584,12.13461,14.44036,75,85.10318
27.0144845,182,18,13.44715,10.02503,12.80114,15.18023,75,85.10318
28.0168887,182,18,13.81354,10.54169,13.45508,15.92241,75,85.10318
29.0239326,182,18,14.18164,11.05528,14.11231,16.67204,75,85.10318
30.0260926,182,18,14.54862,11.56912,14.76064,17.41891,75,85.10318
31.0311622,182,18,14.92045,12.06404,15.4081,18.17682,75,85.10318
32.0639781,173,27,15.31625,12.5442,16.04278,18.9101,75,85.31199
33.0657472,182,18,15.70799,13.02373,16.67034,19.6376,75,86.37067
34.0755855,184,16,16.0831,13.50821,17.34427,20.38651,75,87.30946
35.0799704,184,16,16.45983,13.97593,18.0061,21.1444,75,87.85502
36.0862793,184,16,16.83364,14.45874,18.67861,21.8894,75,88.08988
37.0933863,185,15,17.20018,14.96967,19.33964,22.64124,75,88.21185
38.10013,183,17,17.56672,15.49776,20.00031,23.37448,75,88.25404
39.1031591,183,17,17.93502,16.01249,20.63979,24.12812,75,88.25404
40.1083491,183,17,18.30281,16.55342,21.27605,24.86907,75,88.25404
41.1110168,184,16,18.66289,17.08899,21.92844,25.60825,75,88.25404
42.1118468,184,16,19.02256,17.62517,22.58402,26.34177,75,88.25404
43.1137369,184,16,19.38463,18.14899,23.21997,27.10446,75,88.25404
44.1131699,184,16,19.7523,18.68669,23.86175,27.82559,75,88.25404
45.1185926,184,16,20.12814,19.21573,24.48893,28.55858,75,88.25404
46.1235868,183,17,20.50645,19.72329,25.11902,29.30518,75,88.25404
47.1398231,176,24,20.91193,20.20509,25.72765,30.02265,75,88.50748
48.1439851,181,19,21.38717,20.66114,26.2478,30.63422,75,89.71296
49.1509114,181,19,21.78138,21.13974,26.88258,31.36047,75,90.95098
50.1554876,185,15,22.16356,21.64199,27.51134,32.10048,75,91.7665
51.1562996,185,15,22.52522,22.16339,28.18158,32.82741,75,92.23581
52.1607891,185,15,22.89086,22.68417,28.85311,33.55344,75,92.45526
53.1736334,187,13,23.25557,23.226,29.50782,34.2851,75,92.55482
54.1721476,187,13,23.62721,23.74587,30.17191,35.00194,75,92.58015
55.1771148,187,13,23.99934,24.22195,30.86441,35.73215,75,92.58015
56.1764395,188,12,24.37023,24.74003,31.52201,36.44818,75,92.58015
57.1819409,188,12,24.74665,25.2358,32.20405,37.15699,75,92.58015
58.1851223,186,14,25.12089,25.72646,32.87883,37.88257,75,92.58015
59.1919094,186,14,25.50047,26.23248,33.53422,38.60418,75,92.58015
60.1939296,184,16,25.89093,26.71661,34.19034,39.29866,75,92.58015
61.1971018,187,13,26.28252,27.20563,34.82573,40.01345,75,92.58015
62.2221048,164,36,26.69671,27.68601,35.44292,40.6775,75,92.85232
63.2184135,143,57,27.14174,28.1344,36.00637,41.342,75,93.8858
64.2300467,190,10,27.56483,28.62488,36.59925,42.02513,75,94.73843
65.231426,161,39,27.95548,29.14516,37.21134,42.72754,71,95.23642
66.2371659,4,196,28.55025,29.48785,37.63724,43.19608,65,95.95254
67.2383521,4,196,29.53084,29.50236,37.66635,43.2112,59,97.50001
68.2408382,4,196,30.51367,29.51703,37.69536,43.22652,52,99.89367
69.2434967,4,196,31.49648,29.53168,37.72445,43.24183,45,103.2432
70.2468944,4,196,32.48032,29.54625,37.7534,43.25705,37,107.6995
71.2506318,3,197,33.46788,29.56079,37.77268,43.27239,32,113.1419
72.25639,3,197,34.4588,29.57537,37.78726,43.28776,30,119.4808
73.2611974,3,197,35.4481,29.58992,37.80182,43.30299,28,128.0506
74.2622647,3,197,36.43479,29.6044,37.81635,43.31829,28,138.737
75.2635146,3,197,37.42114,29.61893,37.83087,43.33359,28,147.7477
76.2631214,1,199,38.41258,29.62442,37.84537,43.33935,25,153.6619
77.2868095,13,187,39.38393,29.63794,37.86538,43.40045,24,158.6169
78.290979,24,176,40.31086,29.71679,37.91584,43.50436,22,164.3578
79.2974433,0,200,41.28495,29.74493,37.94082,43.5488,22,169.3123
80.3025466,35,165,42.27475,29.7538,37.95564,43.57397,22,172.7647
81.307947,33,167,43.15138,29.84832,38.0639,43.75535,20,175.0962
82.3115297,5,195,44.04806,29.91309,38.15415,43.92315,18,176.727
83.3111722,5,195,45.02357,29.92758,38.16866,43.96867,18,178.0734
84.3127678,4,196,46.00211,29.94205,38.17944,44.0146,17,179.0063
85.3177775,0,200,47.00122,29.94411,38.17944,44.02859,16,179.7008
86.32336,0,200,48.00781,29.94411,38.17944,44.02859,16,180.2598
87.3244679,0,200,49.0089,29.94411,38.17944,44.02859,15,180.6308
