Time Stamp (Sec),Total Connected Users,Total Disconnected Users,Average User Disconnection Time,Priority 1 User Average Connection Time,Priority 2 User Average Connection Time,Priority 3 User Average Connection Time,Active UAVs,Total UAVs Travel Distance
1.6995733,6,194,0.9946758,0.005350558,0.01771769,0,75,1.08
2.6999223,7,193,1.974296,0.01542645,0.05792038,0.01368003,75,9.930768
3.7089696,11,189,2.951488,0.034967,0.08980685,0.06183198,75,25.61431
4.6947068,19,181,3.891571,0.09810671,0.1425324,0.1275506,75,40.92819
5.6980938,48,152,4.762364,0.205749,0.2984,0.265395,75,54.43668
6.7008,72,128,5.535751,0.396607,0.540547,0.5197809,75,65.76277
7.7048362,112,88,6.184706,0.6900603,0.8811582,0.9434282,75,74.49844
8.7101756,139,61,6.725356,1.081035,1.325678,1.489532,75,80.6121
9.7149623,163,37,7.175358,1.580827,1.87488,2.095944,75,84.50666
10.7188317,183,17,7.558892,2.153506,2.441766,2.80386,75,86.63242
11.7211829,190,10,7.916816,2.757992,3.016424,3.545233,75,87.59438
12.724057,190,10,8.268617,3.355827,3.631308,4.274177,75,87.83092
13.7240346,190,10,8.619492,3.960537,4.237973,4.999187,75,87.83803
14.7254869,190,10,8.970512,4.558413,4.833148,5.743008,75,87.83803
15.7273406,190,10,9.322124,5.170216,5.435441,6.468971,75,87.83803
16.7811771,183,17,9.690715,5.766434,6.017915,7.184172,75,87.95596
17.7835996,170,30,10.1099,6.310682,6.550462,7.848605,75,88.72454
18.7871422,170,30,10.53326,6.842395,7.065377,8.5257,75,89.55528
19.7935632,186,14,10.93481,7.394488,7.620988,9.218708,75,90.16531
20.7987663,186,14,11.29722,7.968727,8.250212,9.934624,75,90.57754
21.799624,188,12,11.6532,8.569727,8.866132,10.64265,75,90.89822
22.8045587,189,11,12.01064,9.152808,9.501032,11.3582,75,91.14082
23.8093238,188,12,12.36833,9.7463,10.13067,12.06755,75,91.2984
24.8160351,188,12,12.72126,10.34348,10.75967,12.79112,75,91.40318
25.8179129,188,12,13.07321,10.93779,11.40703,13.49616,75,91.46813
26.8219135,187,13,13.42534,11.5303,12.0354,14.21899,75,91.49309
27.827181,187,13,13.78583,12.11807,12.66892,14.92666,75,91.49309
28.8326885,187,13,14.14798,12.69662,13.2911,15.64344,75,91.49309
29.8386508,188,12,14.51212,13.27847,13.90732,16.36162,75,91.49309
30.8432627,188,12,14.87421,13.85962,14.52614,17.0777,75,91.49309
31.8825542,182,18,15.25244,14.43385,15.11829,17.78346,75,91.67165
